id,region,province,city,address,has_listo_para_comer,has_cafe_service
1382,Euskadi,Guipúzcoa,Donostia-San Sebastián,"C/ Miguel Hernández, 7",t,t
1383,Euskadi,Guipúzcoa,Irún,"C/ Maestro Falla, 69",f,t
1384,Euskadi,Guipúzcoa,Irún,"Plaza Duque, 5",f,f
1385,Euskadi,Guipúzcoa,Irún,"Calle Doctor Gregorio Marañón, 173",f,f
1386,Euskadi,Guipúzcoa,Eibar,"Bulevar Calvo Sotelo, 67",t,f
1387,Euskadi,Guipúzcoa,Eibar,"Ronda Industria, 104",f,f
1388,Euskadi,Guipúzcoa,Errenteria,"Avda. San José, 10",f,f
1389,Euskadi,Guipúzcoa,Errenteria,"C/ Castilla, 197",f,f
1390,Euskadi,Guipúzcoa,Errenteria,"Ronda San Antonio, 200",t,f
1391,Euskadi,Guipúzcoa,Zarautz,"C/ Río Turia, 114",t,f
1392,Euskadi,Guipúzcoa,Zarautz,"C/ Maestro Falla, 99",t,f
1393,Euskadi,Álava,Vitoria-Gasteiz,"Avda. Conde, 183",t,f
1394,Euskadi,Álava,Vitoria-Gasteiz,"Plaza San Antonio, 131",f,f
1395,Euskadi,Álava,Vitoria-Gasteiz,"Plaza Roble, 72",t,f
1396,Euskadi,Álava,Vitoria-Gasteiz,"Bulevar Río Ebro, 127",t,f
1397,Euskadi,Álava,Amurrio,"Bulevar Federico García Lorca, 127",t,f
1398,Euskadi,Álava,Llodio,"Avda. Mar, 120",t,f
1399,Aragón,Zaragoza,Zaragoza,"C/ Ramón y Cajal, 14",f,f
1400,Aragón,Zaragoza,Zaragoza,"Bulevar Libertad, 123",t,f
1401,Aragón,Zaragoza,Zaragoza,"C/ Aeropuerto, 148",f,f
1402,Aragón,Zaragoza,Zaragoza,"Bulevar Santa María, 30",f,f
1403,Aragón,Zaragoza,Zaragoza,"C/ Real, 139",f,t
1404,Aragón,Zaragoza,Zaragoza,"Calle América, 55",t,f
1405,Aragón,Zaragoza,Zaragoza,"Bulevar Cataluña, 192",f,f
1406,Aragón,Zaragoza,Zaragoza,"Avda. Escultor Benlliure, 67",f,f
1407,Aragón,Zaragoza,Zaragoza,"Bulevar Aragón, 183",t,f
1408,Aragón,Zaragoza,Zaragoza,"Calle Miguel Hernández, 147",f,f
1409,Aragón,Zaragoza,Zaragoza,"C/ Notario, 190",f,t
1410,Aragón,Zaragoza,Zaragoza,"C/ Isabel II, 58",t,f
1411,Aragón,Zaragoza,Zaragoza,"Calle Libertad, 196",t,f
1412,Aragón,Zaragoza,Zaragoza,"Calle Comercio, 157",t,t
1413,Aragón,Zaragoza,Zaragoza,"C/ Sagasta, 13",f,t
1414,Aragón,Zaragoza,Zaragoza,"Calle Castilla, 164",f,f
1415,Aragón,Zaragoza,Zaragoza,"Ronda Notario, 51",f,t
1416,Aragón,Zaragoza,Zaragoza,"C/ Cedro, 180",t,f
1417,Aragón,Zaragoza,Zaragoza,"C/ Doctor Gregorio Marañón, 17",f,t
1418,Aragón,Zaragoza,Calatayud,"Bulevar Escultor Benlliure, 132",f,f
1419,Aragón,Zaragoza,Calatayud,"Ronda Calvo Sotelo, 19",f,f
1420,Aragón,Zaragoza,Calatayud,"Ronda Gran Vía, 176",f,t
1421,Aragón,Zaragoza,Calatayud,"C/ Paz, 34",t,f
1422,Aragón,Zaragoza,Utebo,"C/ Aragón, 162",f,t
1423,Aragón,Zaragoza,Utebo,"C/ Periodista, 171",t,f
1424,Aragón,Zaragoza,Utebo,"Calle Pintor Sorolla, 108",f,f
1425,Aragón,Zaragoza,Cuarte de Huerva,"Ronda Reina, 196",f,f
1426,Aragón,Zaragoza,Cuarte de Huerva,"Calle Gran Vía, 153",t,f
1427,Aragón,Zaragoza,Ejea de los Caballeros,"Plaza Generalísimo, 156",t,f
1428,Aragón,Zaragoza,Ejea de los Caballeros,"Paseo España, 110",t,f
1429,Aragón,Zaragoza,Tarazona,"C/ General Perón, 186",t,f
1430,Aragón,Huesca,Huesca,"Bulevar Comercio, 184",f,f
1431,Aragón,Huesca,Huesca,"C/ Cataluña, 131",t,t
1432,Aragón,Huesca,Huesca,"C/ Pino, 67",f,f
1433,Aragón,Huesca,Barbastro,"C/ Alcalá, 62",f,t
1434,Aragón,Huesca,Barbastro,"Ronda San Francisco, 50",f,f
1435,Aragón,Huesca,Monzón,"C/ Valencia, 83",t,f
1436,Aragón,Huesca,Monzón,"Avda. San Francisco, 167",f,f
1437,Aragón,Huesca,Fraga,"C/ África, 132",f,f
1438,Aragón,Teruel,Teruel,"Avda. Duque, 23",t,f
1439,Aragón,Teruel,Teruel,"Paseo Naranjo, 58",t,f
1440,Aragón,Teruel,Teruel,"C/ San Pedro, 141",t,f
1441,Aragón,Teruel,Alcañiz,"Bulevar Maestro Falla, 36",f,t
1442,Aragón,Teruel,Alcañiz,"Plaza Fuente, 192",f,f
1443,Extremadura,Badajoz,Badajoz,"Calle San José, 115",f,f
1444,Extremadura,Badajoz,Badajoz,"Calle Federico Chopin, 71",f,f
1445,Extremadura,Badajoz,Badajoz,"Bulevar San Francisco, 72",f,f
1446,Extremadura,Badajoz,Badajoz,"Bulevar Generalísimo, 175",f,f
1447,Extremadura,Badajoz,Badajoz,"Bulevar Príncipe, 68",t,f
1448,Extremadura,Badajoz,Badajoz,"Ronda África, 116",f,f
1449,Extremadura,Badajoz,Badajoz,"C/ Libertad, 175",f,f
1450,Extremadura,Badajoz,Badajoz,"C/ San Juan, 63",f,f
1451,Extremadura,Badajoz,Badajoz,"Ronda Colón, 53",f,f
1452,Extremadura,Badajoz,Badajoz,"Calle Doctor Gregorio Marañón, 170",t,t
1453,Extremadura,Badajoz,Badajoz,"Avda. Olivo, 38",f,t
1454,Extremadura,Badajoz,Mérida,"C/ Comercio, 158",f,f
1455,Extremadura,Badajoz,Mérida,"C/ Mar, 152",t,f
1456,Extremadura,Badajoz,Mérida,"C/ Valencia, 141",f,f
1457,Extremadura,Badajoz,Mérida,"Calle San José, 192",f,f
1458,Extremadura,Badajoz,Mérida,"Ronda Federico Chopin, 35",t,f
1459,Extremadura,Badajoz,Don Benito,"C/ África, 188",t,t
1460,Extremadura,Badajoz,Don Benito,"C/ Río Ebro, 5",t,f
1461,Extremadura,Badajoz,Don Benito,"Avda. Abogado, 45",f,f
1462,Extremadura,Badajoz,Zafra,"Avda. Calvo Sotelo, 19",f,f
1463,Extremadura,Badajoz,Zafra,"C/ Maestro Rodrigo, 30",f,f
1464,Extremadura,Badajoz,Almendralejo,"C/ Aviación, 33",f,t
1465,Extremadura,Badajoz,Almendralejo,"Plaza Mayor, 117",f,f
1466,Extremadura,Badajoz,Almendralejo,"C/ Antonio Machado, 199",f,f
1467,Extremadura,Badajoz,Olivenza,"C/ General Perón, 169",f,f
1468,Extremadura,Cáceres,Cáceres,"Paseo Pintor Sorolla, 106",f,f
1469,Extremadura,Cáceres,Cáceres,"C/ Río Segura, 10",f,f
1470,Extremadura,Cáceres,Cáceres,"Ronda Paz, 25",t,f
1471,Extremadura,Cáceres,Cáceres,"Plaza Santa Ana, 174",f,f
1472,Extremadura,Cáceres,Cáceres,"C/ Farmacéutico, 128",t,f
1473,Extremadura,Cáceres,Cáceres,"Bulevar Primo de Rivera, 4",f,f
1474,Extremadura,Cáceres,Cáceres,"Calle Mayor, 158",f,t
1475,Extremadura,Cáceres,Plasencia,"Bulevar Abogado, 13",f,f
1476,Extremadura,Cáceres,Plasencia,"Plaza Maestra Justa, 188",f,f
1477,Extremadura,Cáceres,Plasencia,"Paseo Poeta Machado, 39",t,t
1478,Extremadura,Cáceres,Navalmoral de la Mata,"C/ Gran Vía, 40",t,t
1479,Extremadura,Cáceres,Navalmoral de la Mata,"C/ San Francisco, 162",t,f
1480,Extremadura,Cáceres,Miajadas,"C/ Farmacéutico, 11",f,f
1481,Extremadura,Cáceres,Miajadas,"C/ Miguel Hernández, 135",f,f
1482,Principado de Asturias,Asturias,Oviedo,"C/ Río Turia, 102",t,t
1483,Principado de Asturias,Asturias,Oviedo,"Avda. Poeta Nicolás Guillén, 78",t,f
1484,Principado de Asturias,Asturias,Oviedo,"Bulevar Poeta Lorca, 184",t,f
1485,Principado de Asturias,Asturias,Oviedo,"C/ Jovellanos, 17",f,t
1486,Principado de Asturias,Asturias,Oviedo,"C/ Pino, 183",f,f
1487,Principado de Asturias,Asturias,Oviedo,"Avda. Príncipe, 66",t,f
1488,Principado de Asturias,Asturias,Oviedo,"Avda. Asia, 26",f,f
1489,Principado de Asturias,Asturias,Oviedo,"Plaza Aragón, 193",f,f
1490,Principado de Asturias,Asturias,Oviedo,"Bulevar Reina, 28",f,f
1491,Principado de Asturias,Asturias,Gijón,"Ronda Doctor Gregorio Marañón, 198",f,t
1492,Principado de Asturias,Asturias,Gijón,"Calle Aviación, 168",t,f
1493,Principado de Asturias,Asturias,Gijón,"Bulevar Constitución, 169",f,f
1494,Principado de Asturias,Asturias,Gijón,"Ronda Sagasta, 196",t,f
1495,Principado de Asturias,Asturias,Gijón,"Bulevar Asia, 197",f,f
1496,Principado de Asturias,Asturias,Gijón,"Ronda Poeta Machado, 22",f,f
1497,Principado de Asturias,Asturias,Gijón,"Bulevar Río Ebro, 193",f,f
1498,Principado de Asturias,Asturias,Gijón,"Paseo Cataluña, 61",f,f
1499,Principado de Asturias,Asturias,Avilés,"Ronda General Perón, 83",f,t
1500,Principado de Asturias,Asturias,Avilés,"C/ Infanta, 121",f,f
1501,Principado de Asturias,Asturias,Avilés,"C/ Generalísimo, 50",f,f
1502,Principado de Asturias,Asturias,Siero,"C/ General Perón, 43",t,f
1503,Principado de Asturias,Asturias,Siero,"C/ San Antonio, 184",f,f
1504,Principado de Asturias,Asturias,Siero,"Avda. Roble, 116",f,f
1505,Principado de Asturias,Asturias,Langreo,"C/ Almendro, 61",f,f
1506,Principado de Asturias,Asturias,Langreo,"C/ Cervantes, 32",f,f
1507,Principado de Asturias,Asturias,Langreo,"Avda. Luna, 117",f,f
1508,Principado de Asturias,Asturias,Mieres,"C/ Industria, 196",f,f
1509,Principado de Asturias,Asturias,Mieres,"C/ Periodista, 132",f,f
1510,Principado de Asturias,Asturias,Mieres,"Ronda Europa, 69",f,f
1511,Principado de Asturias,Asturias,Carreño,"Paseo Santa Ana, 44",f,f
1512,Principado de Asturias,Asturias,Castrillón,"C/ San Antonio, 129",f,f
1513,Galicia,Pontevedra,Vigo,"Plaza Cervantes, 74",t,f
1514,Galicia,Pontevedra,Vigo,"Ronda Rey, 96",t,f
1515,Galicia,Pontevedra,Vigo,"Avda. Santa María, 68",f,f
1516,Galicia,Pontevedra,Vigo,"Ronda Alfonso XIII, 123",t,f
1517,Galicia,Pontevedra,Pontevedra,"Paseo Generalísimo, 1",f,f
1518,Galicia,Pontevedra,Pontevedra,"Avda. Aeropuerto, 156",t,f
1519,Galicia,Pontevedra,Pontevedra,"Ronda Asia, 190",f,f
1520,Galicia,Pontevedra,Vilagarcía de Arousa,"C/ Calvo Sotelo, 101",f,f
1521,Galicia,Pontevedra,Redondela,"Ronda Real, 191",f,f
1522,Galicia,Pontevedra,O Porriño,"Paseo Paz, 128",t,f
1523,Galicia,Lugo,Lugo,"Plaza Santa Ana, 178",t,f
1524,Galicia,Lugo,Lugo,"C/ Río Turia, 85",f,f
1525,Galicia,Lugo,Monforte de Lemos,"C/ San Francisco, 145",f,t
1526,Galicia,Ourense,Ourense,"Ronda Constitución, 157",t,f
1527,Galicia,Ourense,Ourense,"C/ Poeta Lorca, 189",t,t
1528,Galicia,Ourense,Ourense,"Plaza Roble, 14",t,f
1529,Galicia,Ourense,O Barco de Valdeorras,"Bulevar Rey, 5",f,f
1530,Illes Balears,Illes Balears,Palma,"Bulevar Sagasta, 141",f,f
1531,Illes Balears,Illes Balears,Palma,"Bulevar Abogado, 45",f,f
1532,Illes Balears,Illes Balears,Palma,"Plaza Aviación, 93",f,t
1533,Illes Balears,Illes Balears,Palma,"C/ Maestro Rodrigo, 57",f,f
1534,Illes Balears,Illes Balears,Palma,"Ronda Río Turia, 80",t,f
1535,Illes Balears,Illes Balears,Palma,"Paseo Andalucía, 130",t,f
1536,Illes Balears,Illes Balears,Palma,"C/ Río Segura, 198",f,f
1537,Illes Balears,Illes Balears,Palma,"C/ Aeropuerto, 168",f,f
1538,Illes Balears,Illes Balears,Manacor,"C/ Mayor, 79",f,f
1539,Illes Balears,Illes Balears,Manacor,"C/ Aragón, 35",t,f
1540,Illes Balears,Illes Balears,Calvià,"Avda. América, 117",t,f
1541,Illes Balears,Illes Balears,Calvià,"Ronda Cedro, 27",f,f
1542,Illes Balears,Illes Balears,Inca,"Plaza Andalucía, 121",f,f
1543,Illes Balears,Illes Balears,Inca,"C/ Río Guadalquivir, 109",f,f
1544,Illes Balears,Illes Balears,Llucmajor,"Calle Santa María, 164",f,f
1545,Illes Balears,Illes Balears,Eivissa,"Ronda España, 40",t,f
1546,Illes Balears,Illes Balears,Eivissa,"C/ Gloria, 107",f,f
1547,Illes Balears,Illes Balears,Maó,"C/ Doctor Marañón, 126",f,f
1548,Illes Balears,Illes Balears,Maó,"Calle Galicia, 169",t,f
1549,Illes Balears,Illes Balears,Felanitx,"Paseo Notario, 136",f,f
1550,Illes Balears,Illes Balears,Felanitx,"Calle Alfonso XIII, 111",t,t
1551,Comunidad Foral de Navarra,Navarra,Pamplona,"Calle Almendro, 14",t,f
1552,Comunidad Foral de Navarra,Navarra,Pamplona,"C/ Maestro Falla, 94",f,t
1553,Comunidad Foral de Navarra,Navarra,Pamplona,"Plaza Doctor Severo Ochoa, 162",f,t
1554,Comunidad Foral de Navarra,Navarra,Pamplona,"Avda. Arquitecto Gaudí, 142",t,f
1555,Comunidad Foral de Navarra,Navarra,Pamplona,"Ronda Antonio Machado, 134",t,f
1556,Comunidad Foral de Navarra,Navarra,Pamplona,"C/ Doctor Marañón, 39",f,f
1557,Comunidad Foral de Navarra,Navarra,Pamplona,"Avda. Ramón y Cajal, 80",t,f
1558,Comunidad Foral de Navarra,Navarra,Tudela,"C/ Mar, 5",f,f
1559,Comunidad Foral de Navarra,Navarra,Tudela,"C/ Poeta Nicolás Guillén, 47",f,f
1560,Comunidad Foral de Navarra,Navarra,Tudela,"Calle Periodista, 80",f,f
1561,Comunidad Foral de Navarra,Navarra,Tudela,"Bulevar Europa, 103",t,f
1562,Comunidad Foral de Navarra,Navarra,Barañáin,"Plaza Santa Ana, 8",t,t
1563,Comunidad Foral de Navarra,Navarra,Barañáin,"Bulevar Aviación, 46",t,f
1564,Comunidad Foral de Navarra,Navarra,Burlada,"Calle América, 97",f,f
1565,Comunidad Foral de Navarra,Navarra,Huarte,"Plaza San Pedro, 117",f,f
1566,Comunidad Foral de Navarra,Navarra,Huarte,"Ronda Infanta, 45",f,f
1567,Comunidad Foral de Navarra,Navarra,Sarriguren,"Paseo Pino, 177",t,f
1568,Comunidad Foral de Navarra,Navarra,Sarriguren,"C/ Doctor Marañón, 28",f,f
1569,Comunidad Foral de Navarra,Navarra,Estella-Lizarra,"Bulevar Aviación, 41",f,f
1570,Comunidad Foral de Navarra,Navarra,Estella-Lizarra,"Plaza Poeta Machado, 55",f,f
1571,La Rioja,La Rioja,Logroño,"Paseo Aragón, 50",f,t
1572,La Rioja,La Rioja,Logroño,"C/ Pino, 114",f,f
1573,La Rioja,La Rioja,Logroño,"Plaza Arquitecto Gaudí, 103",f,t
1574,La Rioja,La Rioja,Logroño,"C/ Rey, 111",f,f
1575,La Rioja,La Rioja,Logroño,"Ronda Aviación, 10",f,f
1576,La Rioja,La Rioja,Logroño,"C/ General Perón, 59",t,f
1577,La Rioja,La Rioja,Logroño,"C/ Cataluña, 24",f,f
1578,La Rioja,La Rioja,Logroño,"Avda. Cedro, 47",f,f
1579,La Rioja,La Rioja,Calahorra,"Ronda Alfonso XIII, 34",f,f
1580,La Rioja,La Rioja,Calahorra,"Ronda Escultor Benlliure, 81",t,f
1581,La Rioja,La Rioja,Arnedo,"Paseo Calvo Sotelo, 88",f,f
1582,La Rioja,La Rioja,Haro,"Ronda Farmacéutico, 171",t,f
1583,La Rioja,La Rioja,Alfaro,"Avda. Poeta Nicolás Guillén, 30",f,f
1584,Cantabria,Cantabria,Santander,"C/ Río Turia, 150",f,f
1585,Cantabria,Cantabria,Santander,"Avda. Independencia, 156",f,t
1586,Cantabria,Cantabria,Santander,"C/ Industria, 65",f,t
1587,Cantabria,Cantabria,Santander,"C/ Reina, 69",t,t
1588,Cantabria,Cantabria,Santander,"Paseo Alfonso XIII, 1",f,f
1589,Cantabria,Cantabria,Torrelavega,"Calle Príncipe, 73",f,f
1590,Cantabria,Cantabria,Torrelavega,"Paseo Luna, 78",t,f
1591,Cantabria,Cantabria,Torrelavega,"Paseo Independencia, 159",f,f
1592,Cantabria,Cantabria,Torrelavega,"C/ General Perón, 161",f,f
1593,Cantabria,Cantabria,Castro-Urdiales,"Paseo Reina, 41",f,f
1594,Cantabria,Cantabria,Castro-Urdiales,"C/ España, 121",t,f
1595,Cantabria,Cantabria,Camargo,"Avda. Trabajo, 10",t,t
1596,Cantabria,Cantabria,Camargo,"Bulevar Valencia, 46",f,f
1597,Cantabria,Cantabria,Laredo,"Calle Paz, 10",f,f
