invoice_id,sale_id,delivery_id,customer_id,invoice_date,subtotal_net,tax_breakdown,tax_amount,total_gross,due_date,payment_days,payment_status,payment_date
FAC-2024-0000128,SO-2024-0000128,,CUST_E709329FC417,2024-01-27,18.94,"{'4%': 0.04, '10%': 1.45, '21%': 0.74}",2.23,21.17,2024-01-27,0,paid,2024-01-27
FAC-2024-0000129,SO-2024-0000129,,CUST_B27B68C690B2,2024-01-27,58.32,"{'4%': 0.14, '10%': 3.74, '21%': 3.65}",7.53,65.85,2024-01-27,0,paid,2024-01-28
FAC-2024-0000130,SO-2024-0000130,ALB-2024-0000078,CUST_9D9D1BF645F6,2024-01-29,51.17,"{'4%': 1.27, '10%': 0.66, '21%': 2.69}",4.62,55.79,2024-01-29,0,paid,2024-01-29
FAC-2024-0000131,SO-2024-0000131,,CUST_A3010E5D8C6A,2024-01-28,121.48,"{'4%': 1.22, '10%': 6.29, '21%': 5.89}",13.4,134.88,2024-01-28,0,paid,2024-01-28
FAC-2024-0000132,SO-2024-0000132,,CUST_D3636F81CF4F,2024-01-29,27.65,"{'4%': 0.34, '10%': 0.61, '21%': 2.72}",3.67,31.32,2024-01-29,0,paid,2024-01-29
FAC-2024-0000133,SO-2024-0000133,ALB-2024-0000079,CUST_95D8FF37D19C,2024-02-03,110.16,"{'4%': 0.59, '10%': 5.04, '21%': 9.45}",15.08,125.24,2024-02-03,0,paid,2024-02-04
FAC-2024-0000134,SO-2024-0000134,,CUST_A9E2952E6ABB,2024-01-29,25.85,"{'4%': 0.13, '10%': 2.2, '21%': 0.13}",2.46,28.31,2024-01-29,0,paid,2024-01-30
FAC-2024-0000135,SO-2024-0000135,,CUST_66C18255DA61,2024-01-29,30.82,"{'4%': 0.76, '10%': 0.41, '21%': 1.61}",2.78,33.6,2024-01-29,0,paid,2024-01-30
FAC-2024-0000136,SO-2024-0000136,ALB-2024-0000080,CUST_12B2940C3503,2024-01-31,33.48,"{'4%': 0.0, '10%': 1.87, '21%': 3.09}",4.96,38.44,2024-01-31,0,paid,2024-01-31
FAC-2024-0000137,SO-2024-0000137,ALB-2024-0000081,CUST_9EA931227592,2024-01-31,11.86,"{'4%': 0.37, '10%': 0.0, '21%': 0.55}",0.92,12.78,2024-01-31,0,paid,2024-01-31
FAC-2024-0000138,SO-2024-0000138,,CUST_34871A9C672A,2024-01-29,14.26,"{'4%': 0.57, '10%': 0.0, '21%': 0.0}",0.57,14.83,2024-01-29,0,paid,2024-01-30
FAC-2024-0000139,SO-2024-0000139,ALB-2024-0000082,CUST_E709329FC417,2024-02-01,21.31,"{'4%': 0.7, '10%': 0.0, '21%': 0.79}",1.49,22.8,2024-02-01,0,paid,2024-02-02
FAC-2024-0000140,SO-2024-0000140,ALB-2024-0000083,CUST_AD23DC322C97,2024-02-03,119.0,"{'4%': 0.71, '10%': 5.04, '21%': 10.67}",16.42,135.42,2024-03-04,30,pending,
FAC-2024-0000141,SO-2024-0000141,,CUST_0F25A55990E7,2024-01-30,75.32,"{'4%': 0.51, '10%': 2.84, '21%': 7.16}",10.51,85.83,2024-01-30,0,paid,2024-01-31
FAC-2024-0000142,SO-2024-0000142,,CUST_501B5EE68495,2024-01-30,17.44,"{'4%': 0.19, '10%': 0.49, '21%': 1.67}",2.35,19.79,2024-02-14,15,pending,
FAC-2024-0000143,SO-2024-0000143,,CUST_25E98D7248E2,2024-01-31,58.44,"{'4%': 0.91, '10%': 2.13, '21%': 3.04}",6.08,64.52,2024-01-31,0,paid,2024-02-01
FAC-2024-0000144,SO-2024-0000144,ALB-2024-0000084,CUST_DD46475287AA,2024-02-05,24.19,"{'4%': 0.1, '10%': 0.24, '21%': 4.07}",4.41,28.6,2024-02-05,0,paid,2024-02-06
FAC-2024-0000145,SO-2024-0000145,ALB-2024-0000085,CUST_A9AB1777E8CB,2024-02-02,13.36,"{'4%': 0.0, '10%': 0.44, '21%': 1.89}",2.33,15.69,2024-02-02,0,paid,2024-02-02
FAC-2024-0000146,SO-2024-0000146,,CUST_A2119FD34579,2024-01-31,71.56,"{'4%': 0.21, '10%': 4.59, '21%': 4.32}",9.12,80.68,2024-01-31,0,paid,2024-01-31
FAC-2024-0000147,SO-2024-0000147,ALB-2024-0000086,CUST_45F52E2FBF77,2024-02-03,24.72,"{'4%': 0.33, '10%': 0.0, '21%': 3.45}",3.78,28.5,2024-02-18,15,pending,
FAC-2024-0000148,SO-2024-0000148,ALB-2024-0000087,CUST_FD03C9525185,2024-02-03,10.75,"{'4%': 0.0, '10%': 0.81, '21%': 0.56}",1.37,12.12,2024-02-03,0,paid,2024-02-03
FAC-2024-0000149,SO-2024-0000149,,CUST_4758A6499CDC,2024-01-31,121.43,"{'4%': 0.8, '10%': 4.13, '21%': 12.62}",17.55,138.98,2024-01-31,0,paid,2024-02-01
FAC-2024-0000150,SO-2024-0000150,ALB-2024-0000088,CUST_80BB6EC01269,2024-02-03,37.05,"{'4%': 0.48, '10%': 1.02, '21%': 3.11}",4.61,41.66,2024-02-18,15,pending,
FAC-2024-0000151,SO-2024-0000151,,CUST_92CF1F33242D,2024-01-31,68.02,"{'4%': 0.76, '10%': 3.65, '21%': 2.64}",7.05,75.07,2024-02-15,15,pending,
FAC-2024-0000152,SO-2024-0000152,ALB-2024-0000089,CUST_F6D2AEC76A82,2024-02-03,22.92,"{'4%': 0.57, '10%': 0.33, '21%': 1.13}",2.03,24.95,2024-02-03,0,paid,2024-02-03
FAC-2024-0000153,SO-2024-0000153,ALB-2024-0000090,CUST_CA6C09697101,2024-02-04,130.63,"{'4%': 1.48, '10%': 6.79, '21%': 5.43}",13.7,144.33,2024-02-19,15,pending,
FAC-2024-0000154,SO-2024-0000154,,CUST_1036D9A09007,2024-01-31,68.41,"{'4%': 1.68, '10%': 2.41, '21%': 0.49}",4.58,72.99,2024-01-31,0,paid,2024-01-31
FAC-2024-0000155,SO-2024-0000155,ALB-2024-0000091,CUST_42D951976E75,2024-02-03,24.41,"{'4%': 0.16, '10%': 1.59, '21%': 0.96}",2.71,27.12,2024-02-03,0,paid,2024-02-03
FAC-2024-0000156,SO-2024-0000156,,CUST_30B1310C0C00,2024-02-01,115.96,"{'4%': 1.48, '10%': 4.2, '21%': 7.78}",13.46,129.42,2024-02-01,0,paid,2024-02-01
FAC-2024-0000157,SO-2024-0000157,,CUST_A48ED0421DFA,2024-02-01,62.66,"{'4%': 0.15, '10%': 4.72, '21%': 2.48}",7.35,70.01,2024-02-01,0,paid,2024-02-01
FAC-2024-0000158,SO-2024-0000158,,CUST_592A7BA109D0,2024-02-01,74.44,"{'4%': 1.31, '10%': 1.98, '21%': 4.6}",7.89,82.33,2024-02-01,0,paid,2024-02-01
FAC-2024-0000159,SO-2024-0000159,ALB-2024-0000092,CUST_34871A9C672A,2024-02-06,30.51,"{'4%': 0.14, '10%': 2.48, '21%': 0.48}",3.1,33.61,2024-02-06,0,paid,2024-02-06
FAC-2024-0000160,SO-2024-0000160,,CUST_E709329FC417,2024-02-01,17.51,"{'4%': 0.59, '10%': 0.0, '21%': 0.59}",1.18,18.69,2024-02-01,0,paid,2024-02-02
FAC-2024-0000161,SO-2024-0000161,ALB-2024-0000093,CUST_0E61171B1B80,2024-02-04,41.54,"{'4%': 1.66, '10%': 0.0, '21%': 0.0}",1.66,43.2,2024-02-04,0,paid,2024-02-04
FAC-2024-0000162,SO-2024-0000162,ALB-2024-0000094,CUST_6DAA8861FE18,2024-02-04,22.23,"{'4%': 0.56, '10%': 0.81, '21%': 0.0}",1.37,23.6,2024-02-04,0,paid,2024-02-05
FAC-2024-0000163,SO-2024-0000163,ALB-2024-0000095,CUST_95D8FF37D19C,2024-02-07,99.07,"{'4%': 0.82, '10%': 4.83, '21%': 6.36}",12.01,111.08,2024-02-07,0,paid,2024-02-07
FAC-2024-0000164,SO-2024-0000164,ALB-2024-0000096,CUST_E8DD1712FB16,2024-02-08,17.02,"{'4%': 0.05, '10%': 0.29, '21%': 2.71}",3.05,20.07,2024-02-08,0,paid,2024-02-08
FAC-2024-0000165,SO-2024-0000165,ALB-2024-0000097,CUST_9C2EEA4E3617,2024-02-03,47.73,"{'4%': 0.36, '10%': 2.06, '21%': 3.82}",6.24,53.97,2024-02-03,0,paid,2024-02-03
FAC-2024-0000166,SO-2024-0000166,ALB-2024-0000098,CUST_A9AB1777E8CB,2024-02-05,21.85,"{'4%': 0.16, '10%': 1.78, '21%': 0.0}",1.94,23.79,2024-02-05,0,paid,2024-02-05
FAC-2024-0000167,SO-2024-0000167,ALB-2024-0000099,CUST_C7745543FC3C,2024-02-05,174.15,"{'4%': 0.7, '10%': 10.21, '21%': 11.44}",22.35,196.5,2024-02-05,0,paid,2024-02-06
FAC-2024-0000168,SO-2024-0000168,ALB-2024-0000100,CUST_C4F97630A8A7,2024-02-05,39.45,"{'4%': 0.6, '10%': 1.56, '21%': 1.83}",3.99,43.44,2024-02-05,0,paid,2024-02-05
FAC-2024-0000169,SO-2024-0000169,,CUST_EADA4970ED9A,2024-02-02,87.21,"{'4%': 1.25, '10%': 4.46, '21%': 2.39}",8.1,95.31,2024-02-17,15,pending,
FAC-2024-0000170,SO-2024-0000170,,CUST_92CF1F33242D,2024-02-02,50.21,"{'4%': 0.13, '10%': 3.66, '21%': 2.18}",5.97,56.18,2024-02-17,15,pending,
FAC-2024-0000171,SO-2024-0000171,ALB-2024-0000101,CUST_E709329FC417,2024-02-03,27.55,"{'4%': 0.0, '10%': 1.78, '21%': 2.06}",3.84,31.39,2024-02-03,0,paid,2024-02-03
FAC-2024-0000172,SO-2024-0000172,ALB-2024-0000102,CUST_6DAA8861FE18,2024-02-05,39.72,"{'4%': 0.09, '10%': 3.59, '21%': 0.33}",4.01,43.73,2024-02-05,0,paid,2024-02-05
FAC-2024-0000173,SO-2024-0000173,ALB-2024-0000103,CUST_E8DD1712FB16,2024-02-07,26.88,"{'4%': 0.29, '10%': 1.38, '21%': 1.21}",2.88,29.76,2024-02-07,0,paid,2024-02-07
FAC-2024-0000174,SO-2024-0000174,ALB-2024-0000104,CUST_92CA6DE59332,2024-02-05,81.45,"{'4%': 1.04, '10%': 3.12, '21%': 5.09}",9.25,90.7,2024-02-05,0,paid,2024-02-05
FAC-2024-0000175,SO-2024-0000175,ALB-2024-0000105,CUST_07F8F3EA0184,2024-02-04,25.33,"{'4%': 0.0, '10%': 2.09, '21%': 0.94}",3.03,28.36,2024-02-04,0,paid,2024-02-05
FAC-2024-0000176,SO-2024-0000176,ALB-2024-0000106,CUST_B27B68C690B2,2024-02-05,44.56,"{'4%': 0.87, '10%': 0.47, '21%': 3.82}",5.16,49.72,2024-02-05,0,paid,2024-02-05
FAC-2024-0000177,SO-2024-0000177,ALB-2024-0000107,CUST_4BB0B27C4026,2024-02-09,26.5,"{'4%': 0.32, '10%': 1.72, '21%': 0.3}",2.34,28.84,2024-02-09,0,paid,2024-02-09
FAC-2024-0000178,SO-2024-0000178,ALB-2024-0000108,CUST_FBE9DBC080FD,2024-02-06,13.49,"{'4%': 0.19, '10%': 0.25, '21%': 1.32}",1.76,15.25,2024-02-06,0,paid,2024-02-07
FAC-2024-0000179,SO-2024-0000179,,CUST_98159D713084,2024-02-05,93.4,"{'4%': 1.22, '10%': 5.04, '21%': 2.64}",8.9,102.3,2024-02-05,0,paid,2024-02-06
FAC-2024-0000180,SO-2024-0000180,ALB-2024-0000109,CUST_5C0BA757CB10,2024-02-08,85.44,"{'4%': 2.05, '10%': 1.51, '21%': 4.0}",7.56,93.0,2024-02-08,0,paid,2024-02-08
FAC-2024-0000181,SO-2024-0000181,ALB-2024-0000110,CUST_ABF3FEC21BBE,2024-02-08,11.42,"{'4%': 0.0, '10%': 1.14, '21%': 0.0}",1.14,12.56,2024-02-23,15,pending,
FAC-2024-0000182,SO-2024-0000182,,CUST_255B7E3D5EE4,2024-02-06,131.18,"{'4%': 2.01, '10%': 7.28, '21%': 1.69}",10.98,142.16,2024-02-06,0,paid,2024-02-06
FAC-2024-0000183,SO-2024-0000183,,CUST_C1D7F3025D16,2024-02-06,36.45,"{'4%': 0.06, '10%': 1.31, '21%': 4.62}",5.99,42.44,2024-03-07,30,pending,
FAC-2024-0000184,SO-2024-0000184,,CUST_55FA458F1F19,2024-02-07,31.25,"{'4%': 0.0, '10%': 1.67, '21%': 3.06}",4.73,35.98,2024-02-07,0,paid,2024-02-07
FAC-2024-0000185,SO-2024-0000185,,CUST_D854DFCAF0B7,2024-02-07,62.75,"{'4%': 0.79, '10%': 4.01, '21%': 0.58}",5.38,68.13,2024-02-22,15,pending,
FAC-2024-0000186,SO-2024-0000186,ALB-2024-0000111,CUST_A9AB1777E8CB,2024-02-13,15.63,"{'4%': 0.63, '10%': 0.0, '21%': 0.0}",0.63,16.26,2024-02-13,0,paid,2024-02-13
FAC-2024-0000187,SO-2024-0000187,ALB-2024-0000112,CUST_FBE9DBC080FD,2024-02-10,14.22,"{'4%': 0.03, '10%': 0.0, '21%': 2.8}",2.83,17.05,2024-02-10,0,paid,2024-02-10
FAC-2024-0000188,SO-2024-0000188,ALB-2024-0000113,CUST_04AA5CA0C428,2024-02-10,95.51,"{'4%': 1.23, '10%': 4.92, '21%': 3.26}",9.41,104.92,2024-03-11,30,pending,
FAC-2024-0000189,SO-2024-0000189,ALB-2024-0000114,CUST_C0D7095FFA81,2024-02-11,66.21,"{'4%': 0.17, '10%': 3.09, '21%': 6.52}",9.78,75.99,2024-02-11,0,paid,2024-02-11
FAC-2024-0000190,SO-2024-0000190,ALB-2024-0000115,CUST_EFFA3040413C,2024-02-10,32.66,"{'4%': 0.95, '10%': 0.0, '21%': 1.85}",2.8,35.46,2024-02-10,0,paid,2024-02-10
FAC-2024-0000191,SO-2024-0000191,,CUST_562819DD3E8C,2024-02-07,46.98,"{'4%': 0.49, '10%': 2.1, '21%': 2.9}",5.49,52.47,2024-03-08,30,pending,
FAC-2024-0000192,SO-2024-0000192,,CUST_513A986F9025,2024-02-08,69.59,"{'4%': 0.29, '10%': 3.17, '21%': 6.41}",9.87,79.46,2024-02-08,0,paid,2024-02-08
FAC-2024-0000193,SO-2024-0000193,ALB-2024-0000116,CUST_E8DD1712FB16,2024-02-11,33.64,"{'4%': 0.0, '10%': 1.45, '21%': 4.03}",5.48,39.12,2024-02-11,0,paid,2024-02-12
FAC-2024-0000194,SO-2024-0000194,,CUST_9C2EEA4E3617,2024-02-08,42.82,"{'4%': 0.38, '10%': 2.36, '21%': 2.03}",4.77,47.59,2024-02-08,0,paid,2024-02-08
FAC-2024-0000195,SO-2024-0000195,ALB-2024-0000117,CUST_AE5E72EB7474,2024-02-12,26.47,"{'4%': 0.04, '10%': 0.46, '21%': 4.36}",4.86,31.33,2024-02-12,0,paid,2024-02-13
FAC-2024-0000196,SO-2024-0000196,ALB-2024-0000118,CUST_9A3A6E3C4532,2024-02-11,14.11,"{'4%': 0.0, '10%': 1.41, '21%': 0.0}",1.41,15.52,2024-02-11,0,paid,2024-02-11
FAC-2024-0000197,SO-2024-0000197,ALB-2024-0000119,CUST_9A6C52171C88,2024-02-11,26.62,"{'4%': 0.46, '10%': 0.42, '21%': 2.32}",3.2,29.82,2024-02-11,0,paid,2024-02-12
FAC-2024-0000198,SO-2024-0000198,ALB-2024-0000120,CUST_0E61171B1B80,2024-02-11,13.04,"{'4%': 0.0, '10%': 0.44, '21%': 1.82}",2.26,15.3,2024-02-11,0,paid,2024-02-11
FAC-2024-0000199,SO-2024-0000199,,CUST_42D951976E75,2024-02-08,20.54,"{'4%': 0.64, '10%': 0.0, '21%': 0.97}",1.61,22.15,2024-02-08,0,paid,2024-02-09
FAC-2024-0000200,SO-2024-0000200,ALB-2024-0000121,CUST_655243FF5011,2024-02-11,66.3,"{'4%': 0.1, '10%': 2.91, '21%': 7.27}",10.28,76.58,2024-02-11,0,paid,2024-02-11
FAC-2024-0000201,SO-2024-0000201,,CUST_5C623A3C563E,2024-02-09,51.17,"{'4%': 0.03, '10%': 3.63, '21%': 2.95}",6.61,57.78,2024-02-09,0,paid,2024-02-09
FAC-2024-0000202,SO-2024-0000202,ALB-2024-0000122,CUST_49A2F7E8F8E5,2024-02-12,60.4,"{'4%': 2.42, '10%': 0.0, '21%': 0.0}",2.42,62.82,2024-02-12,0,paid,2024-02-12
FAC-2024-0000203,SO-2024-0000203,ALB-2024-0000123,CUST_45F52E2FBF77,2024-02-12,23.41,"{'4%': 0.18, '10%': 0.67, '21%': 2.55}",3.4,26.81,2024-02-27,15,pending,
FAC-2024-0000204,SO-2024-0000204,ALB-2024-0000124,CUST_EFFA3040413C,2024-02-11,39.87,"{'4%': 0.0, '10%': 0.0, '21%': 8.37}",8.37,48.24,2024-02-11,0,paid,2024-02-11
FAC-2024-0000205,SO-2024-0000205,ALB-2024-0000125,CUST_9E5DC5ACC354,2024-02-13,66.38,"{'4%': 0.86, '10%': 0.43, '21%': 8.53}",9.82,76.2,2024-02-13,0,paid,2024-02-13
FAC-2024-0000206,SO-2024-0000206,ALB-2024-0000126,CUST_9A6C52171C88,2024-02-10,32.07,"{'4%': 0.3, '10%': 0.47, '21%': 4.18}",4.95,37.02,2024-02-10,0,paid,2024-02-10
FAC-2024-0000207,SO-2024-0000207,ALB-2024-0000127,CUST_C60161FA01BA,2024-02-11,12.81,"{'4%': 0.0, '10%': 0.0, '21%': 2.69}",2.69,15.5,2024-02-11,0,paid,2024-02-11
FAC-2024-0000208,SO-2024-0000208,ALB-2024-0000128,CUST_1A57C5F8E2F8,2024-02-11,53.65,"{'4%': 0.53, '10%': 3.11, '21%': 1.93}",5.57,59.22,2024-02-11,0,paid,2024-02-12
FAC-2024-0000209,SO-2024-0000209,,CUST_562819DD3E8C,2024-02-09,41.59,"{'4%': 0.58, '10%': 1.37, '21%': 2.83}",4.78,46.37,2024-03-10,30,pending,
FAC-2024-0000210,SO-2024-0000210,ALB-2024-0000129,CUST_42D951976E75,2024-02-12,22.36,"{'4%': 0.0, '10%': 0.0, '21%': 4.7}",4.7,27.06,2024-02-12,0,paid,2024-02-12
FAC-2024-0000211,SO-2024-0000211,,CUST_AB0B15F0EA19,2024-02-09,44.65,"{'4%': 0.36, '10%': 0.61, '21%': 6.21}",7.18,51.83,2024-02-09,0,paid,2024-02-09
FAC-2024-0000212,SO-2024-0000212,ALB-2024-0000130,CUST_40497D106C60,2024-02-13,49.8,"{'4%': 0.34, '10%': 1.68, '21%': 5.17}",7.19,56.99,2024-02-13,0,paid,2024-02-14
FAC-2024-0000213,SO-2024-0000213,ALB-2024-0000131,CUST_4758A6499CDC,2024-02-12,147.44,"{'4%': 0.91, '10%': 9.79, '21%': 5.62}",16.32,163.76,2024-02-12,0,paid,2024-02-12
FAC-2024-0000214,SO-2024-0000214,,CUST_58F0AAF78C67,2024-02-10,72.53,"{'4%': 0.52, '10%': 3.1, '21%': 5.98}",9.6,82.13,2024-02-10,0,paid,2024-02-10
FAC-2024-0000215,SO-2024-0000215,ALB-2024-0000132,CUST_8962929C93B3,2024-02-12,63.12,"{'4%': 0.2, '10%': 4.78, '21%': 2.15}",7.13,70.25,2024-02-27,15,pending,
FAC-2024-0000216,SO-2024-0000216,ALB-2024-0000133,CUST_9EA931227592,2024-02-17,13.18,"{'4%': 0.0, '10%': 1.32, '21%': 0.0}",1.32,14.5,2024-02-17,0,paid,2024-02-17
FAC-2024-0000217,SO-2024-0000217,,CUST_1036D9A09007,2024-02-10,48.47,"{'4%': 1.21, '10%': 1.22, '21%': 1.23}",3.66,52.13,2024-02-10,0,paid,2024-02-11
FAC-2024-0000218,SO-2024-0000218,ALB-2024-0000134,CUST_0A32373AEDF8,2024-02-12,94.36,"{'4%': 2.45, '10%': 0.98, '21%': 4.9}",8.33,102.69,2024-02-12,0,paid,2024-02-13
FAC-2024-0000219,SO-2024-0000219,,CUST_5C623A3C563E,2024-02-11,63.48,"{'4%': 0.48, '10%': 2.64, '21%': 5.29}",8.41,71.89,2024-02-11,0,paid,2024-02-12
FAC-2024-0000220,SO-2024-0000220,,CUST_A48ED0421DFA,2024-02-11,74.52,"{'4%': 1.94, '10%': 2.15, '21%': 0.94}",5.03,79.55,2024-02-11,0,paid,2024-02-11
FAC-2024-0000221,SO-2024-0000221,,CUST_562819DD3E8C,2024-02-11,49.14,"{'4%': 1.12, '10%': 1.78, '21%': 0.68}",3.58,52.72,2024-03-12,30,pending,
FAC-2024-0000222,SO-2024-0000222,ALB-2024-0000135,CUST_E8DD1712FB16,2024-02-16,18.82,"{'4%': 0.0, '10%': 0.19, '21%': 3.55}",3.74,22.56,2024-02-16,0,paid,2024-02-17
FAC-2024-0000223,SO-2024-0000223,,CUST_284C27D415B6,2024-02-12,79.58,"{'4%': 0.76, '10%': 3.11, '21%': 6.21}",10.08,89.66,2024-02-12,0,paid,2024-02-13
FAC-2024-0000224,SO-2024-0000224,,CUST_07F8F3EA0184,2024-02-12,18.9,"{'4%': 0.04, '10%': 0.49, '21%': 2.75}",3.28,22.18,2024-02-12,0,paid,2024-02-12
FAC-2024-0000225,SO-2024-0000225,ALB-2024-0000136,CUST_6DAA8861FE18,2024-02-15,12.53,"{'4%': 0.06, '10%': 0.93, '21%': 0.37}",1.36,13.89,2024-02-15,0,paid,2024-02-15
FAC-2024-0000226,SO-2024-0000226,ALB-2024-0000137,CUST_1857BAC7E2B9,2024-02-17,140.88,"{'4%': 0.33, '10%': 13.26, '21%': 0.0}",13.59,154.47,2024-02-17,0,paid,2024-02-18
FAC-2024-0000227,SO-2024-0000227,ALB-2024-0000138,CUST_4D29345512F7,2024-02-15,36.46,"{'4%': 0.16, '10%': 2.68, '21%': 1.18}",4.02,40.48,2024-02-15,0,paid,2024-02-15
FAC-2024-0000228,SO-2024-0000228,,CUST_EADA4970ED9A,2024-02-13,104.47,"{'4%': 1.5, '10%': 6.39, '21%': 0.65}",8.54,113.01,2024-02-28,15,pending,
FAC-2024-0000229,SO-2024-0000229,ALB-2024-0000139,CUST_9A3A6E3C4532,2024-02-14,23.68,"{'4%': 0.01, '10%': 0.31, '21%': 4.25}",4.57,28.25,2024-02-14,0,paid,2024-02-14
FAC-2024-0000230,SO-2024-0000230,,CUST_FFE3BF337A15,2024-02-13,35.24,"{'4%': 0.49, '10%': 1.76, '21%': 1.15}",3.4,38.64,2024-02-13,0,paid,2024-02-14
FAC-2024-0000231,SO-2024-0000231,ALB-2024-0000140,CUST_F96DBED63DA0,2024-02-15,33.71,"{'4%': 0.18, '10%': 1.78, '21%': 2.38}",4.34,38.05,2024-02-15,0,paid,2024-02-15
FAC-2024-0000232,SO-2024-0000232,,CUST_BF3182BBAD84,2024-02-13,155.46,"{'4%': 1.23, '10%': 7.58, '21%': 10.25}",19.06,174.52,2024-02-13,0,paid,2024-02-14
FAC-2024-0000233,SO-2024-0000233,,CUST_89EC98CBAA52,2024-02-13,48.57,"{'4%': 0.56, '10%': 1.46, '21%': 4.18}",6.2,54.77,2024-02-13,0,paid,2024-02-13
FAC-2024-0000234,SO-2024-0000234,ALB-2024-0000141,CUST_9F6ABD54DA04,2024-02-17,55.81,"{'4%': 0.39, '10%': 1.99, '21%': 5.52}",7.9,63.71,2024-02-17,0,paid,2024-02-17
FAC-2024-0000235,SO-2024-0000235,ALB-2024-0000142,CUST_E709329FC417,2024-02-16,31.52,"{'4%': 0.8, '10%': 0.38, '21%': 1.62}",2.8,34.32,2024-02-16,0,paid,2024-02-17
FAC-2024-0000236,SO-2024-0000236,ALB-2024-0000143,CUST_C1D7F3025D16,2024-02-14,48.96,"{'4%': 0.38, '10%': 0.53, '21%': 7.19}",8.1,57.06,2024-03-15,30,pending,
FAC-2024-0000237,SO-2024-0000237,ALB-2024-0000144,CUST_655243FF5011,2024-02-16,56.62,"{'4%': 0.78, '10%': 2.01, '21%': 3.56}",6.35,62.97,2024-02-16,0,paid,2024-02-16
FAC-2024-0000238,SO-2024-0000238,ALB-2024-0000145,CUST_40497D106C60,2024-02-18,61.24,"{'4%': 0.2, '10%': 2.77, '21%': 6.01}",8.98,70.22,2024-02-18,0,paid,2024-02-19
FAC-2024-0000239,SO-2024-0000239,ALB-2024-0000146,CUST_CB3CA3925731,2024-02-17,93.44,"{'4%': 0.85, '10%': 1.54, '21%': 11.91}",14.3,107.74,2024-02-17,0,paid,2024-02-18
FAC-2024-0000240,SO-2024-0000240,ALB-2024-0000147,CUST_A87990422EB7,2024-02-15,86.77,"{'4%': 2.27, '10%': 0.36, '21%': 5.56}",8.19,94.96,2024-03-01,15,pending,
FAC-2024-0000241,SO-2024-0000241,ALB-2024-0000148,CUST_D1F1429A4A7C,2024-02-17,45.78,"{'4%': 1.51, '10%': 0.81, '21%': 0.0}",2.32,48.1,2024-03-03,15,pending,
FAC-2024-0000242,SO-2024-0000242,ALB-2024-0000149,CUST_CDCCA9434AA0,2024-02-19,49.53,"{'4%': 0.7, '10%': 1.19, '21%': 4.21}",6.1,55.63,2024-02-19,0,paid,2024-02-19
FAC-2024-0000243,SO-2024-0000243,,CUST_58F0AAF78C67,2024-02-15,88.57,"{'4%': 1.14, '10%': 3.46, '21%': 5.37}",9.97,98.54,2024-02-15,0,paid,2024-02-16
FAC-2024-0000244,SO-2024-0000244,ALB-2024-0000150,CUST_F6D2AEC76A82,2024-02-19,76.46,"{'4%': 0.0, '10%': 7.04, '21%': 1.26}",8.3,84.76,2024-02-19,0,paid,2024-02-19
FAC-2024-0000245,SO-2024-0000245,,CUST_F96DBED63DA0,2024-02-15,40.67,"{'4%': 0.28, '10%': 0.91, '21%': 5.17}",6.36,47.03,2024-02-15,0,paid,2024-02-15
FAC-2024-0000246,SO-2024-0000246,ALB-2024-0000151,CUST_002C74DE5F70,2024-02-19,61.32,"{'4%': 0.54, '10%': 0.9, '21%': 8.17}",9.61,70.93,2024-03-05,15,pending,
FAC-2024-0000247,SO-2024-0000247,ALB-2024-0000152,CUST_64DEE82C7D7B,2024-02-21,55.88,"{'4%': 0.74, '10%': 3.65, '21%': 0.17}",4.56,60.44,2024-02-21,0,paid,2024-02-21
FAC-2024-0000248,SO-2024-0000248,ALB-2024-0000153,CUST_7F29BEC39A37,2024-02-19,55.28,"{'4%': 0.55, '10%': 2.73, '21%': 3.0}",6.28,61.56,2024-02-19,0,paid,2024-02-20
FAC-2024-0000249,SO-2024-0000249,ALB-2024-0000154,CUST_F6D2AEC76A82,2024-02-21,22.15,"{'4%': 0.71, '10%': 0.33, '21%': 0.2}",1.24,23.39,2024-02-21,0,paid,2024-02-21
FAC-2024-0000250,SO-2024-0000250,,CUST_501B5EE68495,2024-02-16,23.04,"{'4%': 0.0, '10%': 2.04, '21%': 0.55}",2.59,25.63,2024-03-02,15,pending,
FAC-2024-0000251,SO-2024-0000251,ALB-2024-0000155,CUST_B27B68C690B2,2024-02-18,71.63,"{'4%': 0.96, '10%': 3.7, '21%': 2.23}",6.89,78.52,2024-02-18,0,paid,2024-02-18
FAC-2024-0000252,SO-2024-0000252,ALB-2024-0000156,CUST_8A0B36D8393A,2024-02-19,131.54,"{'4%': 1.61, '10%': 6.32, '21%': 5.9}",13.83,145.37,2024-03-05,15,pending,
FAC-2024-0000253,SO-2024-0000253,ALB-2024-0000157,CUST_DD46475287AA,2024-02-18,25.33,"{'4%': 0.16, '10%': 1.04, '21%': 2.32}",3.52,28.85,2024-02-18,0,paid,2024-02-18
FAC-2024-0000254,SO-2024-0000254,ALB-2024-0000158,CUST_966BFCD6BDCA,2024-02-21,45.52,"{'4%': 0.91, '10%': 1.8, '21%': 1.04}",3.75,49.27,2024-02-21,0,paid,2024-02-21
FAC-2024-0000255,SO-2024-0000255,ALB-2024-0000159,CUST_AE5E72EB7474,2024-02-21,34.87,"{'4%': 0.85, '10%': 0.59, '21%': 1.64}",3.08,37.95,2024-02-21,0,paid,2024-02-21
