po_id,supplier_id,dc_id,order_date,expected_receipt_date,actual_receipt_date,status,incoterm,payment_terms,currency,total_cost_net,tax_amount,total_cost_gross
PO-2024-0000785,SUP_00019,DC_SEV,2024-07-10,2024-07-12,2024-07-12,received,DAP,30D,EUR,404.64,40.46,445.1
PO-2024-0000786,SUP_00014,DC_BCN,2024-07-12,2024-07-21,2024-07-21,received,DAP,30D,EUR,598.31,59.83,658.14
PO-2024-0000787,SUP_00007,DC_VLC,2024-07-12,2024-07-15,2024-07-15,received,DAP,30D,EUR,512.84,107.7,620.54
PO-2024-0000788,SUP_00019,DC_VLC,2024-07-12,2024-07-14,2024-07-14,received,DAP,30D,EUR,702.56,70.26,772.82
PO-2024-0000789,SUP_00016,DC_BCN,2024-07-12,2024-07-16,2024-07-16,received,DAP,30D,EUR,62.56,6.26,68.82
PO-2024-0000790,SUP_00015,DC_BCN,2024-07-12,2024-07-15,2024-07-15,received,DAP,30D,EUR,267.62,10.7,278.32
PO-2024-0000791,SUP_00019,DC_BCN,2024-07-12,2024-07-14,2024-07-14,received,DAP,30D,EUR,651.93,65.19,717.12
PO-2024-0000792,SUP_00014,DC_VLC,2024-07-13,2024-07-22,2024-07-22,received,DAP,30D,EUR,1464.94,146.49,1611.43
PO-2024-0000793,SUP_00007,DC_VLC,2024-07-13,2024-07-16,2024-07-16,received,DAP,30D,EUR,1386.81,55.47,1442.28
PO-2024-0000794,SUP_00017,DC_VLC,2024-07-13,2024-07-21,2024-07-21,received,DAP,30D,EUR,1978.81,197.88,2176.69
PO-2024-0000795,SUP_00004,DC_VLC,2024-07-13,2024-07-25,2024-07-25,received,DAP,30D,EUR,437.71,91.92,529.63
PO-2024-0000796,SUP_00017,DC_BCN,2024-07-13,2024-07-22,2024-07-22,received,DAP,30D,EUR,792.43,79.24,871.67
PO-2024-0000797,SUP_00016,DC_VLC,2024-07-13,2024-07-19,2024-07-19,received,DAP,30D,EUR,255.46,25.55,281.01
PO-2024-0000798,SUP_00017,DC_MAD,2024-07-14,2024-07-23,2024-07-23,received,DAP,30D,EUR,388.24,38.82,427.06
PO-2024-0000799,SUP_00016,DC_BCN,2024-07-15,2024-07-20,2024-07-20,received,DAP,30D,EUR,457.76,96.13,553.89
PO-2024-0000800,SUP_00014,DC_BCN,2024-07-15,2024-07-25,2024-07-25,received,DAP,30D,EUR,632.44,63.24,695.68
PO-2024-0000801,SUP_00007,DC_BCN,2024-07-16,2024-07-18,2024-07-18,received,DAP,30D,EUR,1180.88,120.11,1300.99
PO-2024-0000802,SUP_00016,DC_SEV,2024-07-16,2024-07-20,2024-07-20,received,DAP,30D,EUR,1177.83,247.34,1425.17
PO-2024-0000803,SUP_00007,DC_SEV,2024-07-16,2024-07-19,2024-07-19,received,DAP,30D,EUR,441.45,17.66,459.11
PO-2024-0000804,SUP_00004,DC_SEV,2024-07-16,2024-07-25,2024-07-25,received,DAP,30D,EUR,470.08,98.72,568.8
PO-2024-0000805,SUP_00017,DC_SEV,2024-07-16,2024-07-23,2024-07-23,received,DAP,30D,EUR,165.49,16.55,182.04
PO-2024-0000806,SUP_00016,DC_BCN,2024-07-17,2024-07-23,2024-07-23,received,DAP,30D,EUR,493.94,103.73,597.67
PO-2024-0000807,SUP_00015,DC_BCN,2024-07-17,2024-07-20,2024-07-20,received,DAP,30D,EUR,216.3,8.65,224.95
PO-2024-0000808,SUP_00017,DC_BCN,2024-07-19,2024-07-26,2024-07-26,received,DAP,30D,EUR,94.07,9.41,103.48
PO-2024-0000809,SUP_00014,DC_SEV,2024-07-19,2024-07-28,2024-07-28,received,DAP,30D,EUR,606.17,60.62,666.79
PO-2024-0000810,SUP_00017,DC_SEV,2024-07-19,2024-07-27,2024-07-27,received,DAP,30D,EUR,303.26,30.33,333.59
PO-2024-0000811,SUP_00017,DC_BCN,2024-07-20,2024-07-28,2024-07-28,received,DAP,30D,EUR,803.94,80.39,884.33
PO-2024-0000812,SUP_00004,DC_BCN,2024-07-20,2024-07-28,2024-07-28,received,DAP,30D,EUR,147.83,31.04,178.87
PO-2024-0000813,SUP_00014,DC_BCN,2024-07-20,2024-07-31,2024-07-31,received,DAP,30D,EUR,476.09,47.61,523.7
PO-2024-0000814,SUP_00017,DC_SEV,2024-07-20,2024-07-28,2024-07-28,received,DAP,30D,EUR,397.67,39.77,437.44
PO-2024-0000815,SUP_00004,DC_SEV,2024-07-20,2024-07-28,2024-07-28,received,DAP,30D,EUR,132.92,27.91,160.83
PO-2024-0000816,SUP_00007,DC_ZGZ,2024-07-20,2024-07-23,2024-07-23,received,DAP,30D,EUR,243.34,51.1,294.44
PO-2024-0000817,SUP_00016,DC_ZGZ,2024-07-20,2024-07-26,2024-07-26,received,DAP,30D,EUR,475.14,99.78,574.92
PO-2024-0000818,SUP_00017,DC_BCN,2024-07-22,2024-07-30,2024-07-30,received,DAP,30D,EUR,557.96,55.8,613.76
PO-2024-0000819,SUP_00015,DC_BCN,2024-07-22,2024-07-26,2024-07-26,received,DAP,30D,EUR,491.63,19.67,511.3
PO-2024-0000820,SUP_00016,DC_BCN,2024-07-23,2024-07-27,2024-07-27,received,DAP,30D,EUR,149.94,14.99,164.93
PO-2024-0000821,SUP_00016,DC_SEV,2024-07-23,2024-07-28,2024-07-28,received,DAP,30D,EUR,314.93,66.14,381.07
PO-2024-0000822,SUP_00004,DC_VLC,2024-07-24,2024-08-04,2024-08-04,received,DAP,30D,EUR,225.28,47.31,272.59
PO-2024-0000823,SUP_00007,DC_VLC,2024-07-24,2024-07-27,2024-07-27,received,DAP,30D,EUR,1240.96,49.64,1290.6
PO-2024-0000824,SUP_00017,DC_ZGZ,2024-07-25,2024-08-01,2024-08-01,received,DAP,30D,EUR,1789.09,178.91,1968.0
PO-2024-0000825,SUP_00004,DC_ZGZ,2024-07-25,2024-08-03,2024-08-03,received,DAP,30D,EUR,765.07,160.66,925.73
PO-2024-0000826,SUP_00016,DC_BCN,2024-07-25,2024-07-30,2024-07-30,received,DAP,30D,EUR,163.45,34.32,197.77
PO-2024-0000827,SUP_00004,DC_SEV,2024-07-25,2024-08-03,2024-08-03,received,DAP,30D,EUR,410.14,86.13,496.27
PO-2024-0000828,SUP_00019,DC_SEV,2024-07-25,2024-07-27,2024-07-27,received,DAP,30D,EUR,2401.93,240.19,2642.12
PO-2024-0000829,SUP_00015,DC_SEV,2024-07-26,2024-07-29,2024-07-29,received,DAP,30D,EUR,27.66,1.11,28.77
PO-2024-0000830,SUP_00017,DC_SEV,2024-07-26,2024-08-02,2024-08-02,received,DAP,30D,EUR,1464.19,146.42,1610.61
PO-2024-0000831,SUP_00007,DC_MAD,2024-07-26,2024-07-29,2024-07-29,received,DAP,30D,EUR,228.95,48.08,277.03
PO-2024-0000832,SUP_00017,DC_BCN,2024-07-26,2024-08-04,2024-08-04,received,DAP,30D,EUR,231.03,23.1,254.13
PO-2024-0000833,SUP_00015,DC_BCN,2024-07-26,2024-07-29,2024-07-29,received,DAP,30D,EUR,404.02,16.16,420.18
PO-2024-0000834,SUP_00017,DC_BCN,2024-07-27,2024-08-03,2024-08-03,received,DAP,30D,EUR,122.91,12.29,135.2
PO-2024-0000835,SUP_00015,DC_BCN,2024-07-27,2024-07-30,2024-07-30,received,DAP,30D,EUR,164.6,6.58,171.18
PO-2024-0000836,SUP_00007,DC_BCN,2024-07-27,2024-07-30,2024-07-30,received,DAP,30D,EUR,145.31,30.52,175.83
PO-2024-0000837,SUP_00016,DC_BCN,2024-07-27,2024-08-02,2024-08-02,received,DAP,30D,EUR,719.43,151.08,870.51
PO-2024-0000838,SUP_00004,DC_BCN,2024-07-29,2024-08-09,2024-08-09,received,DAP,30D,EUR,253.87,53.31,307.18
PO-2024-0000839,SUP_00016,DC_BCN,2024-07-29,2024-08-04,2024-08-04,received,DAP,30D,EUR,143.13,14.31,157.44
PO-2024-0000840,SUP_00007,DC_BCN,2024-07-29,2024-08-01,2024-08-01,received,DAP,30D,EUR,221.26,46.46,267.72
PO-2024-0000841,SUP_00004,DC_SEV,2024-07-29,2024-08-08,2024-08-08,received,DAP,30D,EUR,117.94,24.77,142.71
PO-2024-0000842,SUP_00007,DC_ZGZ,2024-07-29,2024-08-01,2024-08-01,received,DAP,30D,EUR,179.49,37.69,217.18
PO-2024-0000843,SUP_00007,DC_ZGZ,2024-07-30,2024-08-02,2024-08-02,received,DAP,30D,EUR,259.6,10.38,269.98
PO-2024-0000844,SUP_00007,DC_MAD,2024-07-30,2024-08-02,2024-08-02,received,DAP,30D,EUR,1965.16,78.61,2043.77
PO-2024-0000845,SUP_00007,DC_ZGZ,2024-07-31,2024-08-03,2024-08-03,received,DAP,30D,EUR,651.22,136.76,787.98
PO-2024-0000846,SUP_00016,DC_BCN,2024-07-31,2024-08-04,2024-08-04,received,DAP,30D,EUR,800.28,168.06,968.34
PO-2024-0000847,SUP_00016,DC_ZGZ,2024-07-31,2024-08-06,2024-08-06,received,DAP,30D,EUR,777.49,163.27,940.76
PO-2024-0000848,SUP_00015,DC_BCN,2024-07-31,2024-08-03,2024-08-03,received,DAP,30D,EUR,261.21,10.45,271.66
PO-2024-0000849,SUP_00004,DC_ZGZ,2024-07-31,2024-08-11,2024-08-11,received,DAP,30D,EUR,233.78,49.09,282.87
PO-2024-0000850,SUP_00017,DC_ZGZ,2024-07-31,2024-08-09,2024-08-09,received,DAP,30D,EUR,254.83,25.48,280.31
PO-2024-0000851,SUP_00014,DC_BCN,2024-08-01,2024-08-12,2024-08-12,received,DAP,30D,EUR,994.96,99.5,1094.46
PO-2024-0000852,SUP_00016,DC_ZGZ,2024-08-01,2024-08-05,2024-08-05,received,DAP,30D,EUR,734.91,89.02,823.93
PO-2024-0000853,SUP_00019,DC_ZGZ,2024-08-01,2024-08-03,2024-08-03,received,DAP,30D,EUR,333.69,33.37,367.06
PO-2024-0000854,SUP_00007,DC_SEV,2024-08-01,2024-08-04,2024-08-04,received,DAP,30D,EUR,240.05,9.6,249.65
PO-2024-0000855,SUP_00015,DC_VLC,2024-08-02,2024-08-05,2024-08-05,received,DAP,30D,EUR,307.17,12.29,319.46
PO-2024-0000856,SUP_00007,DC_MAD,2024-08-03,2024-08-06,2024-08-06,received,DAP,30D,EUR,3104.96,124.2,3229.16
PO-2024-0000857,SUP_00004,DC_ZGZ,2024-08-04,2024-08-16,2024-08-16,received,DAP,30D,EUR,427.35,89.74,517.09
PO-2024-0000858,SUP_00014,DC_ZGZ,2024-08-04,2024-08-16,2024-08-16,received,DAP,30D,EUR,769.87,76.99,846.86
PO-2024-0000859,SUP_00015,DC_ZGZ,2024-08-04,2024-08-07,2024-08-07,received,DAP,30D,EUR,200.12,8.0,208.12
PO-2024-0000860,SUP_00007,DC_ZGZ,2024-08-04,2024-08-07,2024-08-07,received,DAP,30D,EUR,199.72,7.99,207.71
PO-2024-0000861,SUP_00016,DC_MAD,2024-08-04,2024-08-09,2024-08-09,received,DAP,30D,EUR,2363.87,382.7,2746.57
PO-2024-0000862,SUP_00007,DC_MAD,2024-08-04,2024-08-07,2024-08-07,received,DAP,30D,EUR,1270.24,83.89,1354.13
PO-2024-0000863,SUP_00017,DC_BCN,2024-08-05,2024-08-13,2024-08-13,received,DAP,30D,EUR,490.51,49.05,539.56
PO-2024-0000864,SUP_00017,DC_SEV,2024-08-05,2024-08-12,2024-08-12,received,DAP,30D,EUR,780.28,78.03,858.31
PO-2024-0000865,SUP_00014,DC_SEV,2024-08-05,2024-08-14,2024-08-14,received,DAP,30D,EUR,603.3,60.33,663.63
PO-2024-0000866,SUP_00016,DC_BCN,2024-08-06,2024-08-12,2024-08-12,received,DAP,30D,EUR,164.37,34.52,198.89
PO-2024-0000867,SUP_00004,DC_BCN,2024-08-07,2024-08-17,2024-08-17,received,DAP,30D,EUR,226.2,47.5,273.7
PO-2024-0000868,SUP_00017,DC_SEV,2024-08-07,2024-08-16,2024-08-16,received,DAP,30D,EUR,449.71,44.97,494.68
PO-2024-0000869,SUP_00007,DC_ZGZ,2024-08-07,2024-08-10,2024-08-10,received,DAP,30D,EUR,245.87,9.83,255.7
PO-2024-0000870,SUP_00014,DC_MAD,2024-08-07,2024-08-16,2024-08-16,received,DAP,30D,EUR,355.4,35.54,390.94
PO-2024-0000871,SUP_00007,DC_ZGZ,2024-08-08,2024-08-11,2024-08-11,received,DAP,30D,EUR,1208.51,48.34,1256.85
PO-2024-0000872,SUP_00016,DC_SEV,2024-08-10,2024-08-16,2024-08-16,received,DAP,30D,EUR,830.31,174.37,1004.68
PO-2024-0000873,SUP_00017,DC_SEV,2024-08-10,2024-08-17,2024-08-17,received,DAP,30D,EUR,633.41,63.34,696.75
PO-2024-0000874,SUP_00014,DC_MAD,2024-08-10,2024-08-18,2024-08-18,received,DAP,30D,EUR,525.17,52.52,577.69
PO-2024-0000875,SUP_00007,DC_MAD,2024-08-10,2024-08-13,2024-08-13,received,DAP,30D,EUR,362.37,76.1,438.47
PO-2024-0000876,SUP_00004,DC_MAD,2024-08-10,2024-08-19,2024-08-19,received,DAP,30D,EUR,346.53,72.77,419.3
PO-2024-0000877,SUP_00004,DC_ZGZ,2024-08-12,2024-08-24,2024-08-24,received,DAP,30D,EUR,113.77,23.89,137.66
PO-2024-0000878,SUP_00017,DC_ZGZ,2024-08-12,2024-08-20,2024-08-20,received,DAP,30D,EUR,256.43,25.64,282.07
PO-2024-0000879,SUP_00014,DC_ZGZ,2024-08-12,2024-08-23,2024-08-23,received,DAP,30D,EUR,361.0,36.1,397.1
PO-2024-0000880,SUP_00016,DC_VLC,2024-08-12,2024-08-18,2024-08-18,received,DAP,30D,EUR,114.76,24.1,138.86
PO-2024-0000881,SUP_00017,DC_VLC,2024-08-12,2024-08-21,2024-08-21,received,DAP,30D,EUR,212.09,21.21,233.3
PO-2024-0000882,SUP_00007,DC_VLC,2024-08-12,2024-08-15,2024-08-15,received,DAP,30D,EUR,1003.85,40.15,1044.0
PO-2024-0000883,SUP_00015,DC_SEV,2024-08-12,2024-08-15,2024-08-15,received,DAP,30D,EUR,299.55,11.98,311.53
PO-2024-0000884,SUP_00007,DC_SEV,2024-08-12,2024-08-15,2024-08-15,received,DAP,30D,EUR,495.98,19.84,515.82
PO-2024-0000885,SUP_00004,DC_BCN,2024-08-13,2024-08-24,2024-08-24,received,DAP,30D,EUR,200.4,42.08,242.48
PO-2024-0000886,SUP_00014,DC_SEV,2024-08-13,2024-08-22,2024-08-22,received,DAP,30D,EUR,775.52,77.55,853.07
PO-2024-0000887,SUP_00015,DC_SEV,2024-08-13,2024-08-17,2024-08-17,received,DAP,30D,EUR,282.77,11.31,294.08
PO-2024-0000888,SUP_00014,DC_VLC,2024-08-13,2024-08-21,2024-08-21,received,DAP,30D,EUR,322.31,32.23,354.54
PO-2024-0000889,SUP_00019,DC_MAD,2024-08-14,2024-08-16,2024-08-16,received,DAP,30D,EUR,4358.8,435.88,4794.68
PO-2024-0000890,SUP_00005,DC_BCN,2024-08-14,2024-08-18,2024-08-18,received,DAP,30D,EUR,761.74,76.17,837.91
PO-2024-0000891,SUP_00017,DC_SEV,2024-08-14,2024-08-23,2024-08-23,received,DAP,30D,EUR,334.69,33.47,368.16
PO-2024-0000892,SUP_00016,DC_BCN,2024-08-14,2024-08-18,2024-08-18,received,DAP,30D,EUR,537.23,53.72,590.95
PO-2024-0000893,SUP_00007,DC_ZGZ,2024-08-14,2024-08-17,2024-08-17,received,DAP,30D,EUR,1225.71,49.03,1274.74
PO-2024-0000894,SUP_00015,DC_SEV,2024-08-15,2024-08-18,2024-08-18,received,DAP,30D,EUR,294.06,11.76,305.82
PO-2024-0000895,SUP_00017,DC_ZGZ,2024-08-15,2024-08-23,2024-08-23,received,DAP,30D,EUR,558.02,55.8,613.82
PO-2024-0000896,SUP_00016,DC_MAD,2024-08-15,2024-08-20,2024-08-20,received,DAP,30D,EUR,601.05,126.22,727.27
PO-2024-0000897,SUP_00017,DC_MAD,2024-08-15,2024-08-23,2024-08-23,received,DAP,30D,EUR,122.95,12.3,135.25
PO-2024-0000898,SUP_00016,DC_VLC,2024-08-15,2024-08-19,2024-08-19,received,DAP,30D,EUR,419.19,41.92,461.11
PO-2024-0000899,SUP_00014,DC_BCN,2024-08-16,2024-08-24,2024-08-24,received,DAP,30D,EUR,285.27,28.53,313.8
PO-2024-0000900,SUP_00014,DC_SEV,2024-08-16,2024-08-26,2024-08-26,received,DAP,30D,EUR,1217.4,121.74,1339.14
PO-2024-0000901,SUP_00016,DC_SEV,2024-08-16,2024-08-21,2024-08-21,received,DAP,30D,EUR,486.08,97.39,583.47
PO-2024-0000902,SUP_00007,DC_ZGZ,2024-08-16,2024-08-19,2024-08-19,received,DAP,30D,EUR,741.48,101.26,842.74
PO-2024-0000903,SUP_00007,DC_MAD,2024-08-16,2024-08-19,2024-08-19,received,DAP,30D,EUR,402.98,84.63,487.61
PO-2024-0000904,SUP_00017,DC_SEV,2024-08-17,2024-08-26,2024-08-26,received,DAP,30D,EUR,592.65,59.27,651.92
PO-2024-0000905,SUP_00016,DC_SEV,2024-08-17,2024-08-22,2024-08-22,received,DAP,30D,EUR,200.34,42.07,242.41
PO-2024-0000906,SUP_00015,DC_SEV,2024-08-17,2024-08-20,2024-08-20,received,DAP,30D,EUR,320.39,12.82,333.21
PO-2024-0000907,SUP_00007,DC_MAD,2024-08-17,2024-08-20,2024-08-20,received,DAP,30D,EUR,1277.91,185.76,1463.67
PO-2024-0000908,SUP_00016,DC_MAD,2024-08-17,2024-08-21,2024-08-21,received,DAP,30D,EUR,460.81,96.77,557.58
PO-2024-0000909,SUP_00007,DC_BCN,2024-08-17,2024-08-20,2024-08-20,received,DAP,30D,EUR,73.98,15.54,89.52
PO-2024-0000910,SUP_00014,DC_ZGZ,2024-08-18,2024-08-28,2024-08-28,received,DAP,30D,EUR,556.43,55.64,612.07
PO-2024-0000911,SUP_00007,DC_ZGZ,2024-08-18,2024-08-21,2024-08-21,received,DAP,30D,EUR,985.48,206.95,1192.43
PO-2024-0000912,SUP_00007,DC_SEV,2024-08-19,2024-08-22,2024-08-22,received,DAP,30D,EUR,1379.46,55.18,1434.64
PO-2024-0000913,SUP_00007,DC_MAD,2024-08-20,2024-08-22,2024-08-22,received,DAP,30D,EUR,1371.87,141.86,1513.73
PO-2024-0000914,SUP_00016,DC_ZGZ,2024-08-20,2024-08-25,2024-08-25,received,DAP,30D,EUR,136.97,13.7,150.67
PO-2024-0000915,SUP_00007,DC_BCN,2024-08-21,2024-08-24,2024-08-24,received,DAP,30D,EUR,314.15,12.57,326.72
PO-2024-0000916,SUP_00004,DC_MAD,2024-08-21,2024-08-29,2024-08-29,received,DAP,30D,EUR,389.63,81.82,471.45
PO-2024-0000917,SUP_00016,DC_MAD,2024-08-21,2024-08-26,2024-08-26,received,DAP,30D,EUR,538.94,53.89,592.83
PO-2024-0000918,SUP_00007,DC_SEV,2024-08-21,2024-08-24,2024-08-24,received,DAP,30D,EUR,188.96,39.68,228.64
PO-2024-0000919,SUP_00017,DC_BCN,2024-08-22,2024-08-31,2024-08-31,received,DAP,30D,EUR,149.33,14.93,164.26
PO-2024-0000920,SUP_00016,DC_BCN,2024-08-22,2024-08-28,2024-08-28,received,DAP,30D,EUR,459.39,96.47,555.86
PO-2024-0000921,SUP_00004,DC_ZGZ,2024-08-23,2024-09-03,2024-09-03,received,DAP,30D,EUR,285.64,59.98,345.62
PO-2024-0000922,SUP_00017,DC_ZGZ,2024-08-23,2024-08-31,2024-08-31,received,DAP,30D,EUR,2628.16,262.82,2890.98
PO-2024-0000923,SUP_00004,DC_BCN,2024-08-23,2024-09-01,2024-09-01,received,DAP,30D,EUR,192.52,40.43,232.95
PO-2024-0000924,SUP_00017,DC_BCN,2024-08-23,2024-08-31,2024-08-31,received,DAP,30D,EUR,486.05,48.61,534.66
PO-2024-0000925,SUP_00007,DC_SEV,2024-08-23,2024-08-25,2024-08-25,received,DAP,30D,EUR,324.37,12.97,337.34
PO-2024-0000926,SUP_00007,DC_BCN,2024-08-23,2024-08-27,2024-08-27,received,DAP,30D,EUR,219.04,46.0,265.04
PO-2024-0000927,SUP_00007,DC_SEV,2024-08-24,2024-08-27,2024-08-27,received,DAP,30D,EUR,993.21,208.57,1201.78
PO-2024-0000928,SUP_00019,DC_ZGZ,2024-08-25,2024-08-27,2024-08-27,received,DAP,30D,EUR,537.62,53.76,591.38
PO-2024-0000929,SUP_00016,DC_ZGZ,2024-08-25,2024-08-30,2024-08-30,received,DAP,30D,EUR,461.01,46.1,507.11
PO-2024-0000930,SUP_00016,DC_VLC,2024-08-25,2024-08-31,2024-08-31,received,DAP,30D,EUR,106.89,10.69,117.58
PO-2024-0000931,SUP_00007,DC_BCN,2024-08-26,2024-08-29,2024-08-29,received,DAP,30D,EUR,786.65,37.62,824.27
PO-2024-0000932,SUP_00016,DC_SEV,2024-08-26,2024-08-31,2024-08-31,received,DAP,30D,EUR,523.37,109.91,633.28
PO-2024-0000933,SUP_00007,DC_ZGZ,2024-08-26,2024-08-29,2024-08-29,received,DAP,30D,EUR,4679.45,187.18,4866.63
PO-2024-0000934,SUP_00016,DC_BCN,2024-08-26,2024-08-30,2024-08-30,received,DAP,30D,EUR,113.6,11.36,124.96
PO-2024-0000935,SUP_00007,DC_ZGZ,2024-08-27,2024-08-30,2024-08-30,received,DAP,30D,EUR,825.76,65.91,891.67
PO-2024-0000936,SUP_00016,DC_ZGZ,2024-08-27,2024-08-31,2024-08-31,received,DAP,30D,EUR,303.97,63.83,367.8
PO-2024-0000937,SUP_00014,DC_VLC,2024-08-27,2024-09-06,2024-09-06,received,DAP,30D,EUR,603.75,60.38,664.13
PO-2024-0000938,SUP_00014,DC_MAD,2024-08-28,2024-09-05,2024-09-05,received,DAP,30D,EUR,4370.98,437.1,4808.08
PO-2024-0000939,SUP_00017,DC_MAD,2024-08-28,2024-09-05,2024-09-05,received,DAP,30D,EUR,336.92,33.69,370.61
PO-2024-0000940,SUP_00017,DC_VLC,2024-08-28,2024-09-04,2024-09-04,received,DAP,30D,EUR,127.75,12.78,140.53
PO-2024-0000941,SUP_00007,DC_VLC,2024-08-28,2024-09-01,2024-09-01,received,DAP,30D,EUR,1000.41,40.02,1040.43
PO-2024-0000942,SUP_00004,DC_BCN,2024-08-29,2024-09-09,2024-09-09,received,DAP,30D,EUR,92.49,19.42,111.91
PO-2024-0000943,SUP_00007,DC_BCN,2024-08-29,2024-09-01,2024-09-01,received,DAP,30D,EUR,255.06,10.2,265.26
PO-2024-0000944,SUP_00019,DC_BCN,2024-08-29,2024-08-31,2024-08-31,received,DAP,30D,EUR,1225.13,122.51,1347.64
PO-2024-0000945,SUP_00004,DC_BCN,2024-08-30,2024-09-10,2024-09-10,received,DAP,30D,EUR,710.67,149.24,859.91
PO-2024-0000946,SUP_00016,DC_VLC,2024-08-30,2024-09-05,2024-09-05,received,DAP,30D,EUR,165.89,34.84,200.73
PO-2024-0000947,SUP_00019,DC_VLC,2024-08-30,2024-09-01,2024-09-01,received,DAP,30D,EUR,1104.35,110.44,1214.79
PO-2024-0000948,SUP_00014,DC_ZGZ,2024-08-31,2024-09-10,2024-09-10,received,DAP,30D,EUR,811.91,81.19,893.1
PO-2024-0000949,SUP_00016,DC_BCN,2024-08-31,2024-09-05,2024-09-05,received,DAP,30D,EUR,147.6,31.0,178.6
PO-2024-0000950,SUP_00007,DC_BCN,2024-08-31,2024-09-03,2024-09-03,received,DAP,30D,EUR,548.08,21.92,570.0
PO-2024-0000951,SUP_00019,DC_SEV,2024-08-31,2024-09-02,2024-09-02,received,DAP,30D,EUR,203.03,20.3,223.33
PO-2024-0000952,SUP_00004,DC_BCN,2024-09-01,2024-09-10,2024-09-10,received,DAP,30D,EUR,412.97,86.72,499.69
PO-2024-0000953,SUP_00017,DC_BCN,2024-09-01,2024-09-08,2024-09-08,received,DAP,30D,EUR,912.9,91.29,1004.19
PO-2024-0000954,SUP_00017,DC_VLC,2024-09-02,2024-09-10,2024-09-10,received,DAP,30D,EUR,407.36,40.74,448.1
PO-2024-0000955,SUP_00016,DC_MAD,2024-09-03,2024-09-07,2024-09-07,received,DAP,30D,EUR,345.74,34.57,380.31
PO-2024-0000956,SUP_00007,DC_BCN,2024-09-04,2024-09-07,2024-09-07,received,DAP,30D,EUR,144.06,5.76,149.82
PO-2024-0000957,SUP_00015,DC_BCN,2024-09-04,2024-09-07,2024-09-07,received,DAP,30D,EUR,2952.32,118.09,3070.41
PO-2024-0000958,SUP_00007,DC_ZGZ,2024-09-04,2024-09-07,2024-09-07,received,DAP,30D,EUR,666.97,140.06,807.03
PO-2024-0000959,SUP_00004,DC_BCN,2024-09-04,2024-09-13,2024-09-13,received,DAP,30D,EUR,389.22,81.74,470.96
PO-2024-0000960,SUP_00007,DC_ZGZ,2024-09-05,2024-09-08,2024-09-08,received,DAP,30D,EUR,178.62,37.51,216.13
PO-2024-0000961,SUP_00015,DC_VLC,2024-09-05,2024-09-07,2024-09-07,received,DAP,30D,EUR,315.05,12.6,327.65
PO-2024-0000962,SUP_00019,DC_BCN,2024-09-06,2024-09-08,2024-09-08,received,DAP,30D,EUR,313.9,31.39,345.29
PO-2024-0000963,SUP_00016,DC_BCN,2024-09-06,2024-09-11,2024-09-11,received,DAP,30D,EUR,514.94,108.14,623.08
PO-2024-0000964,SUP_00007,DC_BCN,2024-09-06,2024-09-09,2024-09-09,received,DAP,30D,EUR,288.89,11.56,300.45
PO-2024-0000965,SUP_00017,DC_ZGZ,2024-09-06,2024-09-13,2024-09-13,received,DAP,30D,EUR,843.73,84.37,928.1
PO-2024-0000966,SUP_00007,DC_SEV,2024-09-07,2024-09-11,2024-09-11,received,DAP,30D,EUR,2166.58,86.66,2253.24
PO-2024-0000967,SUP_00019,DC_VLC,2024-09-07,2024-09-09,2024-09-09,received,DAP,30D,EUR,1725.29,172.53,1897.82
PO-2024-0000968,SUP_00017,DC_SEV,2024-09-08,2024-09-17,2024-09-17,received,DAP,30D,EUR,176.95,17.7,194.65
PO-2024-0000969,SUP_00017,DC_VLC,2024-09-11,2024-09-19,2024-09-19,received,DAP,30D,EUR,1508.63,150.86,1659.49
PO-2024-0000970,SUP_00016,DC_ZGZ,2024-09-11,2024-09-17,2024-09-17,received,DAP,30D,EUR,117.1,24.59,141.69
PO-2024-0000971,SUP_00019,DC_ZGZ,2024-09-11,2024-09-13,2024-09-13,received,DAP,30D,EUR,1593.59,159.36,1752.95
PO-2024-0000972,SUP_00007,DC_MAD,2024-09-12,2024-09-15,2024-09-15,received,DAP,30D,EUR,948.96,37.96,986.92
PO-2024-0000973,SUP_00016,DC_BCN,2024-09-12,2024-09-16,2024-09-16,received,DAP,30D,EUR,524.8,52.48,577.28
PO-2024-0000974,SUP_00007,DC_ZGZ,2024-09-12,2024-09-15,2024-09-15,received,DAP,30D,EUR,94.86,19.92,114.78
PO-2024-0000975,SUP_00016,DC_ZGZ,2024-09-12,2024-09-17,2024-09-17,received,DAP,30D,EUR,608.65,60.87,669.52
PO-2024-0000976,SUP_00007,DC_MAD,2024-09-13,2024-09-16,2024-09-16,received,DAP,30D,EUR,247.84,9.91,257.75
PO-2024-0000977,SUP_00017,DC_ZGZ,2024-09-13,2024-09-22,2024-09-22,received,DAP,30D,EUR,119.51,11.95,131.46
PO-2024-0000978,SUP_00007,DC_ZGZ,2024-09-13,2024-09-17,2024-09-17,received,DAP,30D,EUR,52.2,10.96,63.16
PO-2024-0000979,SUP_00004,DC_ZGZ,2024-09-13,2024-09-22,2024-09-22,received,DAP,30D,EUR,364.27,76.5,440.77
PO-2024-0000980,SUP_00016,DC_MAD,2024-09-14,2024-09-20,2024-09-20,received,DAP,30D,EUR,377.43,79.26,456.69
